driver,team,finish_position,grid_position,pit_stops,status,dnf,grid_used,q_best_lap_s,fp3_race_lap_delta_s,fp3_race_s1_delta_s,fp3_race_s2_delta_s,fp3_race_s3_delta_s,fp3_race_speed_max,fp3_race_teammate_delta_s,fp2_race_lap_delta_s,fp2_race_s1_delta_s,fp2_race_s2_delta_s,fp2_race_s3_delta_s,fp2_race_speed_max,fp2_race_teammate_delta_s,driver_points,driver_championship_pos,constructor_points,constructor_championship_pos,avg_finish_last_n,dnf_rate_last_n,is_street_circuit,year,round,circuit_name
LEC,Ferrari,14.0,11.0,3,Lapped,1,11.0,87.097,0.9249999999999972,0.20500000000000185,0.642000000000003,0.4399999999999977,297.0,0.3149999999999977,0.6009999999999991,0.20200000000000173,0.24899999999999523,0.0259999999999998,324.0,0.0,150.0,3,291.0,2,11.666666666666666,0.3333333333333333,0,2024,12,Silverstone Circuit
BOT,Kick Sauber,15.0,16.0,2,Lapped,1,16.0,92.431,2.713000000000008,0.9600000000000009,1.2070000000000007,0.9239999999999995,294.0,0.0,0.8319999999999936,0.2749999999999986,0.39000000000000057,0.16699999999999804,327.0,0.0,0.0,20,0.0,10,15.0,0.0,0,2024,12,Silverstone Circuit
OCO,Alpine F1 Team,16.0,18.0,4,Lapped,1,18.0,94.557,2.9010000000000105,0.6630000000000003,1.399000000000001,0.9639999999999986,292.0,0.0,1.1939999999999884,0.35900000000000176,0.42499999999999716,0.19699999999999918,322.0,0.01099999999999568,3.0,17,9.0,8,10.666666666666666,0.0,0,2024,12,Silverstone Circuit
PER,Red Bull,17.0,20.0,5,Lapped,1,20.0,98.348,1.7550000000000097,0.6460000000000008,0.730000000000004,0.602999999999998,299.0,0.8910000000000053,0.4339999999999975,0.31899999999999906,0.0519999999999996,0.06299999999999883,325.0,0.0,118.0,5,355.0,1,11.0,0.3333333333333333,0,2024,12,Silverstone Circuit
ZHO,Kick Sauber,18.0,14.0,4,Lapped,1,14.0,87.867,4.256,1.2550000000000026,1.8719999999999999,1.506999999999998,291.0,1.5429999999999922,1.2639999999999958,0.3689999999999998,0.6359999999999957,0.24899999999999878,326.0,0.43200000000000216,0.0,19,0.0,10,15.0,0.0,0,2024,12,Silverstone Circuit
RUS,Mercedes,19.0,1.0,1,Retired,1,1.0,85.819,0.0,0.0,0.3299999999999983,0.047999999999998266,297.0,0.0,0.7449999999999903,0.4089999999999989,0.27199999999999847,0.06400000000000006,321.0,0.09199999999999875,111.0,7,196.0,4,2.6666666666666665,0.0,0,2024,12,Silverstone Circuit
GAS,Alpine F1 Team,20.0,19.0,1,Did not start,1,19.0,99.804,1.811000000000007,0.5640000000000001,0.730000000000004,0.722999999999999,296.0,0.0,1.1829999999999927,0.44399999999999906,0.42499999999999716,0.31099999999999994,324.0,0.0,6.0,15,9.0,8,9.333333333333334,0.0,0,2024,12,Silverstone Circuit
PIA,McLaren,1.0,2.0,2,Finished,0,2.0,75.249,0.04399999999999693,0.12600000000000122,0.04399999999999693,0.0,307.0,0.04399999999999693,0.8299999999999983,0.2989999999999995,0.2729999999999997,0.38599999999999923,303.0,0.8299999999999983,124.0,5,295.0,3,4.333333333333333,0.0,0,2024,13,Hungaroring
NOR,McLaren,2.0,1.0,2,Finished,0,1.0,75.227,0.0,0.02500000000000213,0.0,0.07399999999999807,307.0,0.0,0.0,0.0,0.08999999999999986,0.038000000000000256,302.0,0.0,171.0,2,295.0,3,8.333333333333334,0.0,0,2024,13,Hungaroring
HAM,Mercedes,3.0,5.0,2,Finished,0,5.0,75.854,0.6880000000000024,0.34499999999999886,0.12099999999999866,0.347999999999999,305.0,0.2220000000000084,0.5750000000000028,0.25400000000000134,0.3329999999999984,0.11599999999999966,304.0,0.06900000000000261,110.0,8,221.0,4,2.6666666666666665,0.0,0,2024,13,Hungaroring
LEC,Ferrari,4.0,6.0,2,Finished,0,6.0,75.891,0.7049999999999983,0.18299999999999983,0.3689999999999998,0.2789999999999999,305.0,0.16400000000000148,1.4980000000000047,0.6120000000000019,0.6679999999999993,0.3460000000000001,302.0,1.100999999999999,150.0,3,302.0,2,10.0,0.0,0,2024,13,Hungaroring
VER,Red Bull,5.0,3.0,2,Finished,0,3.0,75.273,0.2810000000000059,0.053000000000000824,0.2629999999999981,0.09100000000000108,306.0,0.0,0.2430000000000092,0.26500000000000057,0.0,0.1059999999999981,302.0,0.0,255.0,1,373.0,1,2.6666666666666665,0.0,0,2024,13,Hungaroring
SAI,Ferrari,6.0,4.0,2,Finished,0,4.0,75.696,0.5409999999999968,0.07499999999999929,0.3739999999999988,0.21799999999999997,306.0,0.0,0.39700000000000557,0.054000000000002046,0.38400000000000034,0.08699999999999974,306.0,0.0,146.0,4,302.0,2,4.666666666666667,0.0,0,2024,13,Hungaroring
PER,Red Bull,7.0,16.0,2,Finished,0,16.0,77.886,0.8559999999999945,0.11400000000000077,0.5019999999999989,0.36599999999999966,308.0,0.5749999999999886,0.46699999999999875,0.24600000000000222,0.3490000000000002,0.0,305.0,0.22399999999998954,118.0,6,373.0,1,10.666666666666666,0.0,0,2024,13,Hungaroring
RUS,Mercedes,8.0,17.0,2,Finished,0,17.0,77.968,0.465999999999994,0.21999999999999886,0.1980000000000004,0.10899999999999821,307.0,0.0,0.5060000000000002,0.35100000000000264,0.1479999999999997,0.134999999999998,309.0,0.0,111.0,7,221.0,4,8.0,0.3333333333333333,0,2024,13,Hungaroring
TSU,RB F1 Team,9.0,10.0,1,Finished,0,10.0,76.121,0.6460000000000008,0.11299999999999955,0.44599999999999795,0.21300000000000097,304.0,0.09199999999999875,1.8179999999999978,0.34800000000000253,0.48600000000000065,0.1789999999999985,301.0,1.2349999999999994,20.0,12,31.0,6,14.333333333333334,0.0,0,2024,13,Hungaroring
STR,Aston Martin,10.0,8.0,2,Finished,0,8.0,76.075,0.9869999999999948,0.08099999999999952,0.384999999999998,0.5609999999999999,308.0,0.08399999999998897,1.3910000000000053,0.13700000000000045,0.5559999999999974,0.3819999999999979,307.0,0.6599999999999966,23.0,10,68.0,5,11.333333333333334,0.0,0,2024,13,Hungaroring
ALO,Aston Martin,11.0,7.0,2,Finished,0,7.0,76.043,0.9030000000000058,0.08899999999999864,0.5009999999999977,0.2530000000000001,308.0,0.0,0.7310000000000088,0.08800000000000097,0.3230000000000004,0.21999999999999886,307.0,0.0,45.0,9,68.0,5,12.666666666666666,0.0,0,2024,13,Hungaroring
RIC,RB F1 Team,12.0,9.0,2,Lapped,1,9.0,76.202,0.554000000000002,0.12600000000000122,0.39699999999999847,0.15700000000000003,302.0,0.0,0.5829999999999984,0.22600000000000264,0.21999999999999886,0.0259999999999998,300.0,0.0,11.0,13,31.0,6,12.333333333333334,0.0,0,2024,13,Hungaroring
HUL,Haas F1 Team,13.0,11.0,2,Lapped,1,11.0,76.317,0.597999999999999,0.0,0.49799999999999756,0.2259999999999991,308.0,0.0,1.0030000000000001,0.1490000000000009,0.5700000000000003,0.34499999999999886,306.0,0.4759999999999991,22.0,11,27.0,7,7.666666666666667,0.0,0,2024,13,Hungaroring
ALB,Williams,14.0,13.0,2,Lapped,1,13.0,76.429,0.5630000000000024,0.21399999999999864,0.30299999999999727,0.1720000000000006,304.0,0.0,0.7259999999999991,0.2630000000000017,0.2889999999999979,0.2729999999999997,305.0,0.0,4.0,17,4.0,9,14.0,0.0,0,2024,13,Hungaroring
MAG,Haas F1 Team,15.0,15.0,2,Lapped,1,15.0,76.548,1.409000000000006,0.0519999999999996,0.8349999999999973,0.5449999999999982,310.0,0.811000000000007,0.527000000000001,0.17800000000000082,0.31799999999999784,0.15899999999999892,309.0,0.0,5.0,16,27.0,7,12.333333333333334,0.0,0,2024,13,Hungaroring
BOT,Kick Sauber,16.0,12.0,2,Lapped,1,12.0,76.384,0.7060000000000031,0.1490000000000009,0.546999999999997,0.13599999999999923,303.0,0.0,0.7980000000000018,0.125,0.2259999999999991,0.07199999999999918,306.0,0.0,0.0,21,0.0,10,15.666666666666666,0.0,0,2024,13,Hungaroring
SAR,Williams,17.0,14.0,3,Lapped,1,14.0,76.543,1.0700000000000074,0.2759999999999998,0.48999999999999844,0.4299999999999997,305.0,0.507000000000005,0.8230000000000075,0.22600000000000264,0.4009999999999998,0.21099999999999852,306.0,0.09700000000000841,0.0,20,4.0,9,16.666666666666668,0.0,0,2024,13,Hungaroring
OCO,Alpine F1 Team,18.0,19.0,3,Lapped,1,19.0,78.049,1.4770000000000039,0.10099999999999909,0.7629999999999981,0.46699999999999875,306.0,0.07600000000000762,0.9660000000000082,0.3960000000000008,0.4239999999999995,0.2699999999999996,300.0,0.0,3.0,18,9.0,8,12.666666666666666,0.0,0,2024,13,Hungaroring
ZHO,Kick Sauber,19.0,18.0,2,Lapped,1,18.0,78.037,1.1929999999999978,0.17999999999999972,0.7319999999999993,0.40700000000000003,305.0,0.48699999999999477,2.2789999999999964,0.8180000000000014,1.1879999999999988,0.2680000000000007,301.0,1.4809999999999945,0.0,19,0.0,10,16.0,0.0,0,2024,13,Hungaroring
GAS,Alpine F1 Team,20.0,20.0,2,Retired,1,20.0,78.166,1.4009999999999962,0.2680000000000007,0.8079999999999998,0.4510000000000005,301.0,0.0,1.1000000000000085,0.2740000000000009,0.49799999999999756,0.352999999999998,303.0,0.13400000000000034,6.0,15,9.0,8,13.0,0.0,0,2024,13,Hungaroring
HAM,Mercedes,1.0,3.0,2,Finished,0,3.0,113.835,5.186000000000007,0.7089999999999961,2.7989999999999995,2.089000000000002,275.0,0.0,1.2590000000000003,0.3730000000000011,0.5960000000000036,0.21300000000000097,310.0,0.2289999999999992,125.0,6,241.0,4,2.6666666666666665,0.0,0,2024,14,Circuit de Spa-Francorchamps
PIA,McLaren,2.0,5.0,2,Finished,0,5.0,114.027,1.433000000000007,0.367999999999995,0.6950000000000003,0.0,290.0,0.0,0.2149999999999892,0.08100000000000307,0.1670000000000016,0.0870000000000033,312.0,0.2149999999999892,149.0,5,338.0,2,2.3333333333333335,0.0,0,2024,14,Circuit de Spa-Francorchamps
LEC,Ferrari,3.0,1.0,2,Finished,0,1.0,113.754,4.4680000000000035,0.9299999999999997,2.2120000000000033,1.4370000000000012,272.0,0.0,0.5769999999999982,0.02500000000000213,0.3620000000000019,0.3100000000000023,312.0,0.0,162.0,3,322.0,3,9.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
VER,Red Bull,4.0,11.0,2,Finished,0,11.0,113.159,0.0,0.006999999999997897,0.0,0.4039999999999999,281.0,0.0,0.21699999999999875,0.16300000000000026,0.12200000000000699,0.04600000000000293,313.0,0.0,265.0,1,389.0,1,4.0,0.0,0,2024,14,Circuit de Spa-Francorchamps
NOR,McLaren,5.0,4.0,2,Finished,0,4.0,113.981,1.8070000000000022,0.6689999999999969,0.47400000000000375,1.0749999999999993,263.0,0.3739999999999952,0.0,0.120000000000001,0.0,0.0,314.0,0.0,189.0,2,338.0,2,8.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
SAI,Ferrari,6.0,7.0,2,Finished,0,7.0,114.112,5.186000000000007,0.7639999999999958,2.503,1.6890000000000036,272.0,0.0,0.8379999999999939,0.15800000000000125,0.5600000000000023,0.17600000000000193,311.0,0.2609999999999957,154.0,4,322.0,3,4.666666666666667,0.0,0,2024,14,Circuit de Spa-Francorchamps
PER,Red Bull,7.0,2.0,3,Finished,0,2.0,113.765,5.537999999999997,1.756999999999998,2.503,1.6890000000000036,258.0,5.537999999999997,1.2439999999999998,0.3240000000000016,0.7430000000000021,0.2970000000000006,310.0,1.027000000000001,124.0,7,389.0,1,10.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
ALO,Aston Martin,8.0,8.0,1,Finished,0,8.0,114.258,6.506,0.9839999999999947,2.899000000000001,3.0340000000000025,273.0,2.033999999999992,1.2779999999999916,0.21000000000000085,0.9850000000000065,0.142000000000003,313.0,0.006000000000000227,45.0,9,69.0,5,12.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
OCO,Alpine F1 Team,9.0,9.0,2,Finished,0,9.0,114.46,3.6850000000000023,0.2010000000000005,1.267000000000003,1.1900000000000013,268.0,2.075000000000003,1.1409999999999911,0.017000000000003013,1.1980000000000004,0.04600000000000293,315.0,0.0,3.0,18,9.0,8,15.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
RIC,RB F1 Team,10.0,13.0,2,Finished,0,13.0,114.682,6.844999999999999,1.161999999999999,3.230000000000004,2.8640000000000008,255.0,0.0,1.5629999999999882,0.022999999999999687,1.5040000000000049,0.15600000000000236,313.0,0.0,11.0,13,33.0,6,11.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
STR,Aston Martin,11.0,15.0,1,Finished,0,15.0,115.716,4.472000000000008,0.7639999999999958,2.7929999999999993,0.7900000000000027,273.0,0.0,1.2719999999999914,0.11000000000000298,1.0460000000000065,0.23600000000000065,312.0,0.0,24.0,10,69.0,5,10.0,0.0,0,2024,14,Circuit de Spa-Francorchamps
ALB,Williams,12.0,10.0,2,Finished,0,10.0,114.473,5.878,1.3200000000000003,2.8100000000000023,2.1590000000000025,247.0,0.0,1.6319999999999908,0.1750000000000007,1.2710000000000008,0.12100000000000222,313.0,0.0,4.0,17,4.0,9,12.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
GAS,Alpine F1 Team,13.0,12.0,2,Finished,0,12.0,114.635,1.6099999999999994,0.0,1.443000000000005,0.5779999999999994,276.0,0.0,1.5689999999999884,0.05600000000000094,1.4500000000000028,0.18299999999999983,317.0,0.42799999999999727,6.0,15,9.0,8,16.666666666666668,0.3333333333333333,0,2024,14,Circuit de Spa-Francorchamps
MAG,Haas F1 Team,14.0,17.0,1,Finished,0,17.0,116.5,5.186000000000007,0.7639999999999958,2.503,1.6890000000000036,272.0,0.0,1.2249999999999943,0.10600000000000165,1.0940000000000012,0.05900000000000105,312.0,0.0,5.0,16,27.0,7,11.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
BOT,Kick Sauber,15.0,14.0,2,Finished,0,14.0,114.764,4.927000000000007,0.705999999999996,2.932000000000002,1.4090000000000025,267.0,0.0,1.414999999999992,0.17400000000000304,1.2510000000000048,0.11000000000000298,313.0,0.0,0.0,21,0.0,10,15.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
TSU,RB F1 Team,16.0,20.0,1,Finished,0,20.0,116.593,7.878999999999991,0.5019999999999953,0.9089999999999989,2.8520000000000003,272.0,1.0339999999999918,2.087999999999994,0.0,1.9780000000000015,0.23000000000000043,314.0,0.5250000000000057,22.0,12,33.0,6,11.0,0.0,0,2024,14,Circuit de Spa-Francorchamps
SAR,Williams,17.0,18.0,2,Finished,0,18.0,117.23,9.655000000000001,1.3939999999999984,2.469000000000001,6.202999999999999,254.0,3.777000000000001,1.965999999999994,0.30700000000000216,1.480000000000004,0.29900000000000304,314.0,0.3340000000000032,0.0,20,4.0,9,15.666666666666666,0.0,0,2024,14,Circuit de Spa-Francorchamps
HUL,Haas F1 Team,18.0,16.0,2,Finished,0,16.0,116.308,6.474999999999994,1.3739999999999952,3.531000000000006,1.980999999999998,272.0,0.0,1.5859999999999985,0.0730000000000004,1.433000000000007,0.20000000000000284,315.0,0.3610000000000042,22.0,11,27.0,7,8.333333333333334,0.0,0,2024,14,Circuit de Spa-Francorchamps
ZHO,Kick Sauber,19.0,19.0,1,Retired,1,19.0,117.775,9.544000000000011,1.303999999999995,5.657000000000004,2.9940000000000033,263.0,4.617000000000004,2.0420000000000016,0.142000000000003,1.656000000000006,0.277000000000001,313.0,0.6270000000000095,0.0,19,0.0,10,18.0,0.0,0,2024,14,Circuit de Spa-Francorchamps
RUS,Mercedes,20.0,6.0,1,Disqualified,1,6.0,114.095,5.186000000000007,0.7639999999999958,2.503,1.6890000000000036,272.0,0.0,1.0300000000000011,0.19400000000000261,0.6760000000000019,0.28000000000000114,312.0,0.0,116.0,8,241.0,4,9.333333333333334,0.3333333333333333,0,2024,14,Circuit de Spa-Francorchamps
NOR,McLaren,1.0,1.0,1,Finished,0,1.0,69.673,1.0759999999999934,0.8769999999999989,0.48400000000000176,0.06300000000000239,245.0,0.0,0.25900000000000034,0.053999999999998494,0.22299999999999898,0.15000000000000213,325.0,0.1979999999999933,199.0,2,366.0,2,3.3333333333333335,0.0,0,2024,15,Circuit Park Zandvoort
VER,Red Bull,2.0,2.0,1,Finished,0,2.0,70.029,4.048999999999992,2.0249999999999986,1.5180000000000007,0.8540000000000028,236.0,0.0,0.284000000000006,0.21099999999999852,0.19699999999999918,0.04400000000000048,327.0,0.0,277.0,1,408.0,1,3.6666666666666665,0.0,0,2024,15,Circuit Park Zandvoort
LEC,Ferrari,3.0,6.0,1,Finished,0,6.0,70.582,3.846999999999994,1.6499999999999986,1.9830000000000005,0.5620000000000012,239.0,1.5690000000000026,0.7409999999999997,0.259999999999998,0.4789999999999992,0.1700000000000017,324.0,0.0,177.0,3,345.0,3,7.0,0.0,0,2024,15,Circuit Park Zandvoort
PIA,McLaren,4.0,3.0,1,Finished,0,3.0,70.172,1.5389999999999873,0.3689999999999998,0.0,0.28100000000000236,281.0,0.46299999999999386,0.06100000000000705,0.13700000000000045,0.09199999999999875,0.0,325.0,0.0,167.0,4,366.0,2,2.3333333333333335,0.0,0,2024,15,Circuit Park Zandvoort
SAI,Ferrari,5.0,10.0,1,Finished,0,10.0,70.914,2.2779999999999916,1.1649999999999991,0.8520000000000003,0.6090000000000018,266.0,0.0,2.406000000000006,1.036999999999999,0.8629999999999995,0.5180000000000007,317.0,1.6650000000000063,162.0,5,345.0,3,5.666666666666667,0.0,0,2024,15,Circuit Park Zandvoort
PER,Red Bull,6.0,5.0,1,Finished,0,5.0,70.416,2.160499999999992,1.0259999999999998,0.9145000000000021,0.5215000000000014,257.5,0.0,0.8790000000000049,0.16699999999999804,0.43700000000000117,0.4430000000000014,327.0,0.5949999999999989,131.0,7,408.0,1,10.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
RUS,Mercedes,7.0,4.0,2,Finished,0,4.0,70.244,3.6469999999999914,0.8990000000000009,1.5370000000000026,0.8160000000000025,256.0,0.0,0.0,0.07199999999999918,0.0,0.09600000000000009,327.0,0.0,116.0,8,266.0,4,15.666666666666666,0.6666666666666666,0,2024,15,Circuit Park Zandvoort
HAM,Mercedes,8.0,14.0,2,Finished,0,14.0,70.948,3.786999999999992,1.8419999999999987,1.5410000000000004,0.7520000000000024,232.0,0.14000000000000057,0.1110000000000042,0.0,0.09299999999999997,0.18599999999999994,328.0,0.1110000000000042,150.0,6,266.0,4,1.6666666666666667,0.0,0,2024,15,Circuit Park Zandvoort
GAS,Alpine F1 Team,9.0,9.0,1,Lapped,1,9.0,70.815,0.0,0.0,0.3420000000000023,0.006000000000000227,282.0,0.0,0.9420000000000073,0.28500000000000014,0.4529999999999994,0.37200000000000344,325.0,0.0,6.0,15,11.0,8,17.666666666666668,0.3333333333333333,0,2024,15,Circuit Park Zandvoort
ALO,Aston Martin,10.0,7.0,1,Lapped,1,7.0,70.633,1.1499999999999915,0.5530000000000008,0.554000000000002,0.3910000000000018,264.0,0.0,0.6550000000000011,0.245000000000001,0.3069999999999986,0.19700000000000273,325.0,0.0,49.0,9,73.0,5,9.0,0.0,0,2024,15,Circuit Park Zandvoort
HUL,Haas F1 Team,11.0,12.0,1,Lapped,1,12.0,71.215,2.042999999999992,1.1529999999999987,0.9380000000000024,0.3000000000000007,234.0,1.9039999999999964,2.5940000000000083,1.154,1.024000000000001,0.5440000000000005,322.0,1.8659999999999997,22.0,11,27.0,7,12.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
RIC,RB F1 Team,12.0,13.0,1,Lapped,1,13.0,71.943,5.122,1.971,2.4430000000000014,1.056000000000001,248.0,0.0,0.9279999999999973,0.5060000000000002,0.3309999999999995,0.25900000000000034,324.0,0.2560000000000002,12.0,13,34.0,6,11.666666666666666,0.0,0,2024,15,Circuit Park Zandvoort
STR,Aston Martin,13.0,8.0,1,Lapped,1,8.0,70.661,1.6299999999999955,0.7119999999999997,0.6890000000000001,0.5770000000000017,273.0,0.480000000000004,0.8739999999999952,0.2270000000000003,0.4510000000000005,0.36400000000000077,326.0,0.2189999999999941,24.0,10,73.0,5,9.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
ALB,Williams,14.0,19.0,2,Lapped,1,19.0,70.653,3.695999999999998,1.7650000000000006,1.3350000000000009,0.9440000000000026,231.0,0.7199999999999989,0.847999999999999,0.26399999999999935,0.4989999999999988,0.22500000000000142,324.0,0.0,4.0,18,4.0,9,11.666666666666666,0.0,0,2024,15,Circuit Park Zandvoort
OCO,Alpine F1 Team,15.0,15.0,1,Lapped,1,15.0,71.995,1.3319999999999936,0.5599999999999987,0.8910000000000018,0.22900000000000276,266.0,1.3319999999999936,1.3590000000000089,0.5229999999999997,0.588000000000001,0.41600000000000037,324.0,0.4170000000000016,5.0,17,11.0,8,14.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
SAR,Williams,16.0,18.0,1,Lapped,1,18.0,70.815,2.975999999999999,1.222999999999999,1.1560000000000024,0.9450000000000003,265.0,0.0,1.1159999999999997,0.4089999999999989,0.5399999999999991,0.33500000000000085,323.0,0.2680000000000007,0.0,20,4.0,9,15.0,0.0,0,2024,15,Circuit Park Zandvoort
TSU,RB F1 Team,17.0,11.0,2,Lapped,1,11.0,70.955,2.160499999999992,1.0259999999999998,0.9145000000000021,0.5215000000000014,257.5,0.0,0.671999999999997,0.28699999999999903,0.3230000000000004,0.23000000000000043,324.0,0.0,22.0,12,34.0,6,11.666666666666666,0.0,0,2024,15,Circuit Park Zandvoort
MAG,Haas F1 Team,18.0,20.0,2,Lapped,1,20.0,71.295,0.1389999999999958,0.009000000000000341,0.47800000000000153,0.0,259.0,0.0,0.7280000000000086,0.18900000000000006,0.3930000000000007,0.20400000000000063,328.0,0.0,5.0,16,27.0,7,13.666666666666666,0.0,0,2024,15,Circuit Park Zandvoort
BOT,Kick Sauber,19.0,16.0,2,Lapped,1,16.0,72.168,0.8439999999999941,0.21600000000000108,0.6400000000000006,0.3360000000000021,290.0,0.0,1.5040000000000049,0.6149999999999984,0.6170000000000009,0.3550000000000004,326.0,0.27200000000000557,0.0,21,0.0,10,15.333333333333334,0.0,0,2024,15,Circuit Park Zandvoort
ZHO,Kick Sauber,20.0,17.0,2,Lapped,1,17.0,73.261,2.928999999999988,1.4480000000000004,1.3480000000000025,0.48100000000000165,235.0,2.0849999999999937,1.2319999999999993,0.3810000000000002,0.5240000000000009,0.495000000000001,325.0,0.0,0.0,19,0.0,10,18.666666666666668,0.3333333333333333,0,2024,15,Circuit Park Zandvoort
