driver,team,finish_position,grid_position,pit_stops,status,dnf,grid_used,q_best_lap_s,fp3_race_lap_delta_s,fp3_race_s1_delta_s,fp3_race_s2_delta_s,fp3_race_s3_delta_s,fp3_race_speed_max,fp3_race_teammate_delta_s,fp2_race_lap_delta_s,fp2_race_s1_delta_s,fp2_race_s2_delta_s,fp2_race_s3_delta_s,fp2_race_speed_max,fp2_race_teammate_delta_s,driver_points,driver_championship_pos,constructor_points,constructor_championship_pos,avg_finish_last_n,dnf_rate_last_n,is_street_circuit,year,round,circuit_name
NOR,McLaren,4.0,4.0,1,Finished,0,4.0,70.542,0.6189999999999998,0.2970000000000006,0.22399999999999665,0.053999999999998494,281.0,0.0870000000000033,0.6749999999999972,0.3099999999999987,0.1909999999999954,0.3550000000000004,281.0,0.0,101.0,4,154.0,3,1.6666666666666667,0.0,1,2024,8,Circuit de Monaco
RUS,Mercedes,5.0,5.0,1,Finished,0,5.0,70.543,0.5990000000000038,0.1479999999999997,0.267000000000003,0.1509999999999998,282.0,0.2580000000000098,0.9819999999999993,0.2359999999999971,0.4720000000000013,0.41799999999999926,281.0,0.7940000000000111,44.0,7,79.0,4,7.0,0.0,1,2024,8,Circuit de Monaco
VER,Red Bull,6.0,6.0,2,Finished,0,6.0,70.567,0.19700000000000273,0.0,0.2779999999999987,0.05000000000000071,284.0,0.0,0.5349999999999966,0.21899999999999764,0.3399999999999963,0.17900000000000205,279.0,0.0,161.0,1,268.0,1,1.3333333333333333,0.0,1,2024,8,Circuit de Monaco
HAM,Mercedes,7.0,7.0,2,Finished,0,7.0,70.621,0.340999999999994,0.21100000000000207,0.20900000000000318,0.04100000000000037,281.0,0.0,0.18799999999998818,0.1280000000000001,0.16799999999999926,0.09499999999999886,279.0,0.0,35.0,8,79.0,4,7.0,0.0,1,2024,8,Circuit de Monaco
TSU,RB F1 Team,8.0,8.0,1,Lapped,1,8.0,70.858,0.6219999999999999,0.3710000000000022,0.25,0.15800000000000125,276.0,0.0,1.070999999999998,0.4889999999999972,0.3539999999999992,0.40800000000000125,277.0,0.0,15.0,10,20.0,6,12.0,0.3333333333333333,1,2024,8,Circuit de Monaco
ALB,Williams,9.0,9.0,1,Lapped,1,9.0,70.948,0.811000000000007,0.25,0.5289999999999964,0.18900000000000006,279.0,0.0,0.9789999999999992,0.3289999999999971,0.509999999999998,0.19000000000000128,279.0,0.0,0.0,17,0.0,9,16.666666666666668,0.3333333333333333,1,2024,8,Circuit de Monaco
GAS,Alpine F1 Team,10.0,10.0,1,Lapped,1,10.0,70.896,0.7750000000000057,0.33800000000000097,0.13000000000000256,0.41000000000000014,280.0,0.0,1.4719999999999942,0.39599999999999724,0.5899999999999963,0.4490000000000016,278.0,0.19599999999999795,0.0,19,1.0,8,13.666666666666666,0.0,1,2024,8,Circuit de Monaco
ALO,Aston Martin,11.0,14.0,1,Lapped,1,14.0,72.019,0.7180000000000035,0.3180000000000014,0.32099999999999795,0.23600000000000065,282.0,0.0,0.4749999999999943,0.21699999999999875,0.1529999999999987,0.2530000000000001,280.0,0.0,33.0,9,44.0,5,11.666666666666666,0.0,1,2024,8,Circuit de Monaco
RIC,RB F1 Team,12.0,12.0,1,Lapped,1,12.0,71.482,1.4599999999999937,0.6870000000000012,0.5690000000000026,0.2699999999999996,276.0,0.8379999999999939,1.2989999999999924,0.5459999999999994,0.4899999999999949,0.32700000000000173,278.0,0.22799999999999443,5.0,14,20.0,6,15.333333333333334,0.3333333333333333,1,2024,8,Circuit de Monaco
BOT,Kick Sauber,13.0,17.0,2,Lapped,1,17.0,72.512,0.7180000000000035,0.3490000000000002,0.267000000000003,0.15800000000000125,281.0,0.0,1.7789999999999964,0.6979999999999968,0.8039999999999949,0.43100000000000094,277.0,0.0,0.0,20,0.0,10,18.0,0.3333333333333333,1,2024,8,Circuit de Monaco
STR,Aston Martin,14.0,13.0,3,Lapped,1,13.0,71.563,0.9620000000000033,0.3440000000000012,0.37299999999999756,0.3520000000000003,281.0,0.24399999999999977,0.7839999999999918,0.28200000000000003,0.23199999999999932,0.3670000000000009,281.0,0.3089999999999975,11.0,11,44.0,5,13.666666666666666,0.0,1,2024,8,Circuit de Monaco
SAR,Williams,15.0,15.0,2,Lapped,1,15.0,72.02,1.3340000000000032,0.5190000000000019,0.5529999999999973,0.24399999999999977,281.0,0.5229999999999961,1.5120000000000005,0.5,0.6799999999999997,0.46699999999999875,281.0,0.5330000000000013,0.0,21,0.0,9,18.0,0.3333333333333333,1,2024,8,Circuit de Monaco
ZHO,Kick Sauber,16.0,18.0,2,Lapped,1,18.0,73.028,2.4609999999999985,0.9610000000000021,1.0189999999999984,0.5829999999999984,279.0,0.0,2.4949999999999903,0.9209999999999994,1.0850000000000009,0.6920000000000002,278.0,0.715999999999994,0.0,18,0.0,10,14.333333333333334,0.0,1,2024,8,Circuit de Monaco
OCO,Alpine F1 Team,17.0,11.0,1,Retired,1,11.0,71.285,1.1029999999999944,0.45899999999999963,0.4269999999999996,0.23999999999999844,278.0,0.32799999999998875,1.2759999999999962,0.4629999999999974,0.5649999999999977,0.3910000000000018,278.0,0.0,1.0,15,1.0,8,11.666666666666666,0.0,1,2024,8,Circuit de Monaco
PER,Red Bull,18.0,16.0,1,Retired,1,16.0,72.06,0.554000000000002,0.4239999999999995,0.2120000000000033,0.07499999999999929,283.0,0.3569999999999993,0.820999999999998,0.42299999999999827,0.25799999999999557,0.3069999999999986,279.0,0.28600000000000136,107.0,3,268.0,1,5.0,0.0,1,2024,8,Circuit de Monaco
HUL,Haas F1 Team,19.0,19.0,1,Retired,1,19.0,71.44,0.8229999999999933,0.41600000000000037,0.2819999999999965,0.11599999999999966,283.0,0.0,1.2909999999999968,0.5119999999999969,0.580999999999996,0.32700000000000173,282.0,0.09600000000000364,6.0,13,7.0,7,10.666666666666666,0.0,1,2024,8,Circuit de Monaco
MAG,Haas F1 Team,20.0,20.0,1,Retired,1,20.0,71.725,0.8469999999999942,0.42600000000000193,0.2610000000000028,0.18499999999999872,283.0,0.02400000000000091,1.1949999999999932,0.45099999999999696,0.42899999999999494,0.5180000000000007,282.0,0.0,1.0,16,7.0,7,15.666666666666666,0.0,1,2024,8,Circuit de Monaco
VER,Red Bull,1.0,2.0,2,Finished,0,2.0,72.0,0.3739999999999952,0.17300000000000182,0.21000000000000085,0.0,325.0,0.0,3.5010000000000048,1.5,1.328999999999997,0.9540000000000006,299.0,2.2700000000000102,169.0,1,276.0,1,3.0,0.0,0,2024,9,Circuit Gilles Villeneuve
NOR,McLaren,2.0,3.0,2,Finished,0,3.0,72.021,0.7439999999999998,0.22100000000000009,0.15500000000000114,0.3440000000000012,323.0,0.027000000000001023,5.033000000000001,1.5820000000000007,1.597999999999999,2.1350000000000016,322.0,1.835000000000008,113.0,3,184.0,3,2.3333333333333335,0.0,0,2024,9,Circuit Gilles Villeneuve
RUS,Mercedes,3.0,1.0,3,Finished,0,1.0,71.742,0.40799999999998704,0.2170000000000023,0.03200000000000003,0.16100000000000136,328.0,0.40799999999998704,0.46299999999999386,0.036000000000001364,0.3549999999999969,0.1460000000000008,327.0,0.0,54.0,7,96.0,4,6.666666666666667,0.0,0,2024,9,Circuit Gilles Villeneuve
HAM,Mercedes,4.0,7.0,3,Finished,0,7.0,71.979,0.0,0.0,0.0,0.009000000000000341,328.0,0.0,1.097999999999999,0.0,0.0,0.8810000000000002,330.0,0.6350000000000051,42.0,8,96.0,4,6.333333333333333,0.0,0,2024,9,Circuit Gilles Villeneuve
PIA,McLaren,5.0,4.0,2,Finished,0,4.0,72.103,0.7169999999999987,0.27500000000000213,0.28999999999999915,0.12900000000000134,337.0,0.0,3.1979999999999933,0.8279999999999994,0.7809999999999988,1.0259999999999998,323.0,0.0,71.0,6,184.0,3,6.333333333333333,0.0,0,2024,9,Circuit Gilles Villeneuve
ALO,Aston Martin,6.0,6.0,2,Finished,0,6.0,72.228,0.7909999999999968,0.3569999999999993,0.2759999999999998,0.1670000000000016,328.0,0.31400000000000716,0.0,0.007999999999999119,0.24299999999999855,0.0,327.0,0.0,33.0,9,44.0,5,13.0,0.0,0,2024,9,Circuit Gilles Villeneuve
STR,Aston Martin,7.0,9.0,2,Finished,0,9.0,72.659,0.47699999999998965,0.28699999999999903,0.09199999999999875,0.07199999999999918,331.0,0.0,0.6539999999999964,0.009000000000000341,0.44899999999999807,0.3810000000000002,328.0,0.6539999999999964,11.0,11,44.0,5,13.333333333333334,0.0,0,2024,9,Circuit Gilles Villeneuve
RIC,RB F1 Team,8.0,5.0,2,Finished,0,5.0,72.178,0.7299999999999898,0.31099999999999994,0.240000000000002,0.1509999999999998,330.0,0.0,0.9209999999999923,0.004000000000001336,0.4319999999999986,0.7669999999999995,333.0,0.0,5.0,14,24.0,6,13.333333333333334,0.0,0,2024,9,Circuit Gilles Villeneuve
GAS,Alpine F1 Team,9.0,15.0,2,Finished,0,15.0,72.94,1.1879999999999882,0.3760000000000012,0.46199999999999974,0.3099999999999987,322.0,0.0,4.978999999999999,1.4549999999999983,1.8959999999999972,1.5150000000000006,321.0,3.372,1.0,18,2.0,9,12.666666666666666,0.0,0,2024,9,Circuit Gilles Villeneuve
OCO,Alpine F1 Team,10.0,18.0,1,Finished,0,18.0,73.435,1.5259999999999962,0.5630000000000024,0.5440000000000005,0.4280000000000008,325.0,0.33800000000000807,1.6069999999999993,0.5,0.6020000000000003,0.7349999999999994,321.0,0.0,1.0,16,2.0,9,13.666666666666666,0.3333333333333333,0,2024,9,Circuit Gilles Villeneuve
HUL,Haas F1 Team,11.0,17.0,3,Finished,0,17.0,73.978,1.2279999999999944,0.4740000000000002,0.4280000000000008,0.33500000000000085,329.0,0.33800000000000807,2.0930000000000035,0.010000000000001563,1.3269999999999982,1.0380000000000003,308.0,1.1300000000000097,6.0,13,7.0,7,13.666666666666666,0.3333333333333333,0,2024,9,Circuit Gilles Villeneuve
MAG,Haas F1 Team,12.0,14.0,4,Finished,0,14.0,72.916,0.8899999999999864,0.3569999999999993,0.39199999999999946,0.0779999999999994,328.0,0.0,0.9629999999999939,0.35300000000000153,0.7199999999999989,0.1720000000000006,329.0,0.0,1.0,17,7.0,7,17.0,0.3333333333333333,0,2024,9,Circuit Gilles Villeneuve
BOT,Kick Sauber,13.0,19.0,2,Finished,0,19.0,73.366,1.0929999999999893,0.41100000000000136,0.44399999999999906,0.16999999999999815,329.0,0.0,2.006999999999991,0.3359999999999985,0.9009999999999998,0.7699999999999996,312.0,0.0,0.0,20,0.0,10,15.666666666666666,0.0,0,2024,9,Circuit Gilles Villeneuve
TSU,RB F1 Team,14.0,8.0,1,Finished,0,8.0,72.303,1.1669999999999874,0.48600000000000065,0.23100000000000165,0.45899999999999963,328.0,0.4369999999999976,1.1409999999999911,0.49599999999999866,0.482999999999997,0.44399999999999906,328.0,0.21999999999999886,19.0,10,24.0,6,8.333333333333334,0.0,0,2024,9,Circuit Gilles Villeneuve
ZHO,Kick Sauber,15.0,20.0,4,Lapped,1,20.0,74.292,6.106999999999999,1.9160000000000004,1.940999999999999,2.2590000000000003,302.0,5.01400000000001,3.277000000000001,1.0420000000000016,1.1469999999999985,1.370000000000001,327.0,1.2700000000000102,0.0,19,0.0,10,15.0,0.0,0,2024,9,Circuit Gilles Villeneuve
SAI,Ferrari,16.0,12.0,2,Retired,1,12.0,72.728,1.0209999999999866,0.40300000000000225,0.26399999999999935,0.36299999999999955,323.0,0.22099999999998943,1.911999999999992,0.13200000000000145,0.8939999999999984,1.1679999999999993,319.0,1.1659999999999968,108.0,4,252.0,2,4.333333333333333,0.0,0,2024,9,Circuit Gilles Villeneuve
ALB,Williams,17.0,10.0,2,Retired,1,10.0,72.485,1.3309999999999889,0.4220000000000006,0.2920000000000016,0.33699999999999974,328.0,0.21699999999999875,1.1670000000000016,0.10800000000000054,0.3609999999999971,0.6149999999999984,325.0,0.0,2.0,15,2.0,8,15.666666666666666,0.3333333333333333,0,2024,9,Circuit Gilles Villeneuve
PER,Red Bull,18.0,16.0,2,Retired,1,16.0,73.326,0.7929999999999922,0.3490000000000002,0.2980000000000018,0.12099999999999866,327.0,0.41899999999999693,1.2309999999999945,0.3730000000000011,0.6600000000000001,0.4800000000000004,326.0,0.0,107.0,5,276.0,1,10.0,0.3333333333333333,0,2024,9,Circuit Gilles Villeneuve
LEC,Ferrari,19.0,11.0,3,Retired,1,11.0,72.691,0.7999999999999972,0.34299999999999997,0.30100000000000193,0.16499999999999915,324.0,0.0,0.7459999999999951,0.29799999999999827,0.27199999999999847,0.4579999999999984,324.0,0.0,138.0,2,252.0,2,2.3333333333333335,0.0,0,2024,9,Circuit Gilles Villeneuve
SAR,Williams,20.0,13.0,1,Retired,1,13.0,72.736,1.11399999999999,0.4750000000000014,0.21499999999999986,0.26200000000000045,333.0,0.0,1.6859999999999928,0.6819999999999986,0.6869999999999976,0.5990000000000002,324.0,0.5189999999999912,0.0,21,2.0,8,17.333333333333332,0.3333333333333333,0,2024,9,Circuit Gilles Villeneuve
VER,Red Bull,1.0,2.0,2,Finished,0,2.0,71.403,0.07399999999999807,0.10799999999999699,0.05299999999999727,0.06099999999999994,322.0,0.0,0.2400000000000091,0.0,0.44200000000000017,0.05799999999999983,326.0,0.0,194.0,1,301.0,1,2.6666666666666665,0.0,0,2024,10,Circuit de Barcelona-Catalunya
NOR,McLaren,2.0,1.0,2,Finished,0,1.0,71.383,0.030000000000001137,0.09399999999999764,0.06099999999999994,0.022999999999999687,320.0,0.0,0.05500000000000682,0.19399999999999906,0.0,0.12100000000000222,321.0,0.0,131.0,3,212.0,3,2.6666666666666665,0.0,0,2024,10,Circuit de Barcelona-Catalunya
HAM,Mercedes,3.0,3.0,2,Finished,0,3.0,71.701,0.3459999999999894,0.14999999999999858,0.011999999999996902,0.33200000000000074,323.0,0.19499999999999318,0.0,0.16900000000000048,0.053000000000000824,0.015000000000000568,322.0,0.0,55.0,8,124.0,4,5.666666666666667,0.0,0,2024,10,Circuit de Barcelona-Catalunya
RUS,Mercedes,4.0,4.0,2,Finished,0,4.0,71.703,0.15099999999999625,0.10199999999999676,0.04499999999999815,0.08999999999999986,326.0,0.0,0.4579999999999984,0.04400000000000048,0.19399999999999906,0.17099999999999937,328.0,0.4579999999999984,69.0,7,124.0,4,5.0,0.0,0,2024,10,Circuit de Barcelona-Catalunya
LEC,Ferrari,5.0,5.0,2,Finished,0,5.0,71.731,0.03699999999999193,0.0,0.0,0.18500000000000227,327.0,0.03699999999999193,0.3329999999999984,0.03300000000000125,0.2699999999999996,0.2900000000000027,324.0,0.31099999999999284,138.0,2,252.0,2,7.666666666666667,0.3333333333333333,0,2024,10,Circuit de Barcelona-Catalunya
SAI,Ferrari,6.0,6.0,2,Finished,0,6.0,71.736,0.0,0.038999999999997925,0.04099999999999682,0.0,327.0,0.0,0.02200000000000557,0.006000000000000227,0.1280000000000001,0.1479999999999997,327.0,0.0,108.0,4,252.0,2,8.0,0.3333333333333333,0,2024,10,Circuit de Barcelona-Catalunya
PIA,McLaren,7.0,9.0,2,Finished,0,9.0,72.011,0.8939999999999912,0.2699999999999996,0.13999999999999702,0.6010000000000026,317.0,0.8639999999999901,0.3580000000000041,0.06599999999999895,0.2220000000000013,0.33000000000000185,325.0,0.30299999999999727,81.0,6,212.0,3,3.6666666666666665,0.0,0,2024,10,Circuit de Barcelona-Catalunya
PER,Red Bull,8.0,11.0,3,Finished,0,11.0,72.054,0.7099999999999937,0.3559999999999981,0.21799999999999997,0.2840000000000025,325.0,0.6359999999999957,0.8170000000000073,0.30100000000000193,0.6050000000000004,0.17099999999999937,321.0,0.5769999999999982,107.0,5,301.0,1,14.666666666666666,0.6666666666666666,0,2024,10,Circuit de Barcelona-Catalunya
GAS,Alpine F1 Team,9.0,7.0,2,Finished,0,7.0,71.857,0.9509999999999934,0.18099999999999739,0.30799999999999983,0.41600000000000037,323.0,0.013999999999995794,0.17900000000000205,0.2660000000000018,0.17300000000000182,0.0,326.0,0.0,3.0,15,5.0,8,11.666666666666666,0.0,0,2024,10,Circuit de Barcelona-Catalunya
OCO,Alpine F1 Team,10.0,8.0,2,Finished,0,8.0,72.109,0.9369999999999976,0.1109999999999971,0.472999999999999,0.5010000000000012,324.0,0.0,0.5020000000000095,0.3210000000000015,0.38899999999999935,0.0519999999999996,326.0,0.3230000000000075,2.0,17,5.0,8,13.666666666666666,0.3333333333333333,0,2024,10,Circuit de Barcelona-Catalunya
HUL,Haas F1 Team,11.0,13.0,2,Finished,0,13.0,72.31,0.9619999999999891,0.34699999999999775,0.33699999999999974,0.42600000000000193,325.0,0.0,0.7890000000000015,0.13599999999999923,0.5689999999999991,0.3440000000000012,324.0,0.031999999999996476,6.0,14,7.0,7,13.666666666666666,0.3333333333333333,0,2024,10,Circuit de Barcelona-Catalunya
ALO,Aston Martin,12.0,10.0,2,Lapped,1,10.0,72.128,0.7729999999999961,0.1789999999999985,0.3329999999999984,0.4090000000000025,326.0,0.0,0.8269999999999982,0.19000000000000128,0.44099999999999895,0.4559999999999995,322.0,0.0,41.0,9,58.0,5,12.0,0.0,0,2024,10,Circuit de Barcelona-Catalunya
ZHO,Kick Sauber,13.0,15.0,2,Lapped,1,15.0,72.738,1.5589999999999975,0.33699999999999974,0.6539999999999999,0.7160000000000011,324.0,0.5480000000000018,1.081000000000003,0.18599999999999994,0.5090000000000003,0.6460000000000008,324.0,0.42099999999999227,0.0,19,0.0,10,15.333333333333334,0.0,0,2024,10,Circuit de Barcelona-Catalunya
STR,Aston Martin,14.0,14.0,2,Lapped,1,14.0,72.372,1.2409999999999997,0.32399999999999807,0.5059999999999967,0.485000000000003,322.0,0.4680000000000035,1.1380000000000052,0.2259999999999991,0.7210000000000001,0.4510000000000005,323.0,0.31100000000000705,17.0,11,58.0,5,10.0,0.0,0,2024,10,Circuit de Barcelona-Catalunya
RIC,RB F1 Team,15.0,18.0,2,Lapped,1,18.0,73.075,1.1479999999999961,0.6019999999999968,0.39399999999999835,0.3000000000000007,317.0,0.0,0.9930000000000092,0.3000000000000007,0.5920000000000023,0.36100000000000065,327.0,0.04600000000000648,9.0,12,28.0,6,11.0,0.0,0,2024,10,Circuit de Barcelona-Catalunya
BOT,Kick Sauber,16.0,12.0,2,Lapped,1,12.0,72.227,1.0109999999999957,0.2029999999999994,0.36599999999999966,0.5370000000000026,325.0,0.0,0.6600000000000108,0.17600000000000193,0.3719999999999999,0.3719999999999999,326.0,0.0,0.0,20,0.0,10,14.666666666666666,0.0,0,2024,10,Circuit de Barcelona-Catalunya
MAG,Haas F1 Team,17.0,16.0,2,Lapped,1,16.0,72.937,1.0609999999999928,0.39399999999999835,0.2879999999999967,0.527000000000001,325.0,0.09900000000000375,0.757000000000005,0.19500000000000028,0.5259999999999998,0.2959999999999994,326.0,0.0,1.0,18,7.0,7,14.666666666666666,0.3333333333333333,0,2024,10,Circuit de Barcelona-Catalunya
ALB,Williams,18.0,20.0,3,Lapped,1,20.0,73.153,0.7399999999999949,0.2339999999999982,0.25299999999999656,0.4009999999999998,322.0,0.0,1.5430000000000064,0.365000000000002,0.870000000000001,0.5680000000000014,319.0,0.0,2.0,16,2.0,9,15.333333333333334,0.6666666666666666,0,2024,10,Circuit de Barcelona-Catalunya
TSU,RB F1 Team,19.0,17.0,3,Lapped,1,17.0,72.985,1.4069999999999965,0.4939999999999998,0.4859999999999971,0.5750000000000028,315.0,0.25900000000000034,0.9470000000000027,0.16499999999999915,0.7059999999999995,0.3360000000000021,325.0,0.0,19.0,10,28.0,6,10.666666666666666,0.0,0,2024,10,Circuit de Barcelona-Catalunya
SAR,Williams,20.0,19.0,2,Lapped,1,19.0,73.509,1.715999999999994,0.5299999999999976,0.7399999999999984,0.5940000000000012,320.0,0.9759999999999991,1.8059999999999974,0.6859999999999999,0.8880000000000017,0.4920000000000009,317.0,0.262999999999991,0.0,21,2.0,9,17.333333333333332,0.3333333333333333,0,2024,10,Circuit de Barcelona-Catalunya
RUS,Mercedes,1.0,3.0,2,Finished,0,3.0,64.84,,,,,,,,,,,,,81.0,7,151.0,4,4.0,0.0,0,2024,11,Red Bull Ring
PIA,McLaren,2.0,7.0,2,Finished,0,7.0,65.048,,,,,,,,,,,,,87.0,6,237.0,3,4.666666666666667,0.0,0,2024,11,Red Bull Ring
SAI,Ferrari,3.0,4.0,2,Finished,0,4.0,64.851,,,,,,,,,,,,,116.0,4,270.0,2,8.333333333333334,0.3333333333333333,0,2024,11,Red Bull Ring
HAM,Mercedes,4.0,5.0,2,Finished,0,5.0,64.903,,,,,,,,,,,,,70.0,8,151.0,4,4.666666666666667,0.0,0,2024,11,Red Bull Ring
VER,Red Bull,5.0,1.0,3,Finished,0,1.0,64.314,,,,,,,,,,,,,219.0,1,330.0,1,2.6666666666666665,0.0,0,2024,11,Red Bull Ring
HUL,Haas F1 Team,6.0,9.0,2,Finished,0,9.0,65.262,,,,,,,,,,,,,6.0,14,7.0,8,13.666666666666666,0.3333333333333333,0,2024,11,Red Bull Ring
PER,Red Bull,7.0,8.0,2,Finished,0,8.0,65.144,,,,,,,,,,,,,111.0,5,330.0,1,14.666666666666666,0.6666666666666666,0,2024,11,Red Bull Ring
MAG,Haas F1 Team,8.0,12.0,2,Finished,0,12.0,65.347,,,,,,,,,,,,,1.0,18,7.0,8,16.333333333333332,0.3333333333333333,0,2024,11,Red Bull Ring
RIC,RB F1 Team,9.0,11.0,2,Finished,0,11.0,65.289,,,,,,,,,,,,,9.0,12,28.0,6,11.666666666666666,0.0,0,2024,11,Red Bull Ring
GAS,Alpine F1 Team,10.0,13.0,2,Finished,0,13.0,65.359,,,,,,,,,,,,,5.0,15,8.0,7,9.333333333333334,0.0,0,2024,11,Red Bull Ring
LEC,Ferrari,11.0,6.0,4,Finished,0,6.0,65.044,,,,,,,,,,,,,148.0,3,270.0,2,8.333333333333334,0.3333333333333333,0,2024,11,Red Bull Ring
OCO,Alpine F1 Team,12.0,10.0,2,Finished,0,10.0,65.274,,,,,,,,,,,,,3.0,16,8.0,7,12.333333333333334,0.3333333333333333,0,2024,11,Red Bull Ring
STR,Aston Martin,13.0,17.0,2,Lapped,1,17.0,65.819,,,,,,,,,,,,,17.0,11,58.0,5,11.666666666666666,0.0,0,2024,11,Red Bull Ring
TSU,RB F1 Team,14.0,14.0,2,Lapped,1,14.0,65.412,,,,,,,,,,,,,19.0,10,28.0,6,13.666666666666666,0.0,0,2024,11,Red Bull Ring
ALB,Williams,15.0,16.0,2,Lapped,1,16.0,65.736,,,,,,,,,,,,,2.0,17,2.0,9,14.666666666666666,0.3333333333333333,0,2024,11,Red Bull Ring
BOT,Kick Sauber,16.0,18.0,2,Lapped,1,18.0,65.847,,,,,,,,,,,,,0.0,20,0.0,10,14.0,0.0,0,2024,11,Red Bull Ring
ZHO,Kick Sauber,17.0,20.0,3,Lapped,1,20.0,66.061,,,,,,,,,,,,,0.0,19,0.0,10,14.666666666666666,0.0,0,2024,11,Red Bull Ring
ALO,Aston Martin,18.0,15.0,3,Lapped,1,15.0,65.639,,,,,,,,,,,,,41.0,9,58.0,5,9.666666666666666,0.0,0,2024,11,Red Bull Ring
SAR,Williams,19.0,19.0,3,Lapped,1,19.0,65.856,,,,,,,,,,,,,0.0,21,2.0,9,18.333333333333332,0.3333333333333333,0,2024,11,Red Bull Ring
NOR,McLaren,20.0,2.0,2,Lapped,1,2.0,64.718,,,,,,,,,,,,,150.0,2,237.0,3,2.6666666666666665,0.0,0,2024,11,Red Bull Ring
HAM,Mercedes,1.0,2.0,2,Finished,0,2.0,85.99,0.03499999999999659,0.0710000000000015,0.0,0.34199999999999875,298.0,0.03499999999999659,0.6529999999999916,0.3930000000000007,0.22099999999999653,0.038999999999997925,323.0,0.0,85.0,8,196.0,4,3.6666666666666665,0.0,0,2024,12,Silverstone Circuit
VER,Red Bull,2.0,4.0,2,Finished,0,4.0,86.203,0.8640000000000043,0.3390000000000022,0.4859999999999971,0.41699999999999804,295.0,0.0,0.6839999999999975,0.46699999999999875,0.11699999999999733,0.09999999999999787,325.0,0.25,237.0,1,355.0,1,2.3333333333333335,0.0,0,2024,12,Silverstone Circuit
NOR,McLaren,3.0,3.0,2,Finished,0,3.0,86.03,0.18500000000000227,0.34800000000000253,0.018000000000000682,0.0,290.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,156.0,2,268.0,3,8.0,0.0,0,2024,12,Silverstone Circuit
PIA,McLaren,4.0,5.0,2,Finished,0,5.0,86.237,1.125,0.5480000000000018,0.2839999999999989,0.5899999999999999,298.0,0.9399999999999977,0.33099999999998886,0.16499999999999915,0.06099999999999994,0.10500000000000043,324.0,0.33099999999998886,112.0,6,268.0,3,4.666666666666667,0.0,0,2024,12,Silverstone Circuit
SAI,Ferrari,5.0,7.0,3,Finished,0,7.0,86.509,0.6099999999999994,0.2220000000000013,0.030999999999998806,0.6369999999999969,299.0,0.0,0.6999999999999886,0.2940000000000005,0.2889999999999944,0.11699999999999733,325.0,0.09899999999998954,135.0,4,291.0,2,8.333333333333334,0.3333333333333333,0,2024,12,Silverstone Circuit
HUL,Haas F1 Team,6.0,6.0,2,Finished,0,6.0,86.338,1.811000000000007,0.5579999999999998,0.6400000000000006,0.9909999999999997,296.0,0.0,0.4409999999999883,0.10099999999999909,0.1769999999999996,0.16300000000000026,326.0,0.0,14.0,12,19.0,7,9.333333333333334,0.0,0,2024,12,Silverstone Circuit
STR,Aston Martin,7.0,8.0,2,Finished,0,8.0,86.585,2.1710000000000065,0.5600000000000023,0.8389999999999986,0.722999999999999,293.0,0.7600000000000051,0.7249999999999943,0.17800000000000082,0.28999999999999915,0.22299999999999898,328.0,0.0,17.0,11,58.0,5,11.333333333333334,0.0,0,2024,12,Silverstone Circuit
ALO,Aston Martin,8.0,10.0,2,Finished,0,10.0,86.73,1.4110000000000014,0.5640000000000001,0.642000000000003,0.5829999999999984,297.0,0.0,0.8229999999999933,0.35900000000000176,0.24499999999999744,0.1479999999999997,324.0,0.09799999999999898,41.0,9,58.0,5,12.0,0.0,0,2024,12,Silverstone Circuit
ALB,Williams,9.0,9.0,2,Finished,0,9.0,86.64,2.073999999999998,0.5920000000000023,0.7550000000000026,0.857999999999997,299.0,0.0,1.0959999999999894,0.3810000000000002,0.47099999999999653,0.24399999999999977,323.0,0.0,2.0,18,2.0,9,16.666666666666668,0.3333333333333333,0,2024,12,Silverstone Circuit
TSU,RB F1 Team,10.0,13.0,2,Finished,0,13.0,87.269,2.290999999999997,0.5640000000000001,1.2830000000000013,0.7899999999999991,296.0,0.0,1.195999999999998,0.35600000000000165,0.43199999999999505,0.4079999999999977,326.0,0.0,19.0,10,30.0,6,15.666666666666666,0.0,0,2024,12,Silverstone Circuit
SAR,Williams,11.0,12.0,2,Finished,0,12.0,87.175,2.173000000000002,0.6810000000000009,0.9859999999999971,0.8839999999999968,301.0,0.09900000000000375,1.259999999999991,0.4480000000000004,0.5039999999999978,0.30799999999999983,324.0,0.16400000000000148,0.0,21,2.0,9,19.666666666666668,0.3333333333333333,0,2024,12,Silverstone Circuit
MAG,Haas F1 Team,12.0,17.0,2,Finished,0,17.0,92.905,3.010000000000005,0.8580000000000005,1.4100000000000037,0.9539999999999971,295.0,1.198999999999998,1.5729999999999933,0.4170000000000016,0.7209999999999965,0.4349999999999987,325.0,1.132000000000005,5.0,16,19.0,7,12.333333333333334,0.0,0,2024,12,Silverstone Circuit
RIC,RB F1 Team,13.0,15.0,2,Lapped,1,15.0,87.949,3.293999999999997,0.7210000000000001,1.6189999999999998,1.0879999999999974,295.0,1.0030000000000001,1.3669999999999902,0.4170000000000016,0.6099999999999994,0.33999999999999986,327.0,0.17099999999999227,11.0,13,30.0,6,10.666666666666666,0.0,0,2024,12,Silverstone Circuit
